hashtag_source,candidate_source,post_url,shortcode,media_id,date_utc,taken_at,caption_text,caption_word_count,hashtags_in_caption,mentions_in_caption,like_count,comment_count,view_count,media_type,product_type,location_name,account_hash
mallorcahotel,top,https://www.instagram.com/solennemedia/reel/DZNpjfMIQxq/,DZNpjfMIQxq,3912966409832959082,2026-06-05T17:54:20+00:00,1780682060,"The kind of place that feels like someone’s grandmother still lives there.

Ca’s Xorc, Mallorca.

#solenne #mallorca #boutiquehotel #casxorc #mallorcahotel",20,solenne;mallorca;boutiquehotel;casxorc;mallorcahotel,,3,0,798,2,clips,Ca's Xorc Luxury Retreat,f70a0f909094aa1b
mallorcahotel,recent;top,https://www.instagram.com/minjjang_trip/p/DZcoYm1DzO8/,DZcoYm1DzO8,3917183388725752764,2026-06-11T13:31:10+00:00,1781184670,"지금부터 마요르카 다녀오기 너무 좋을 시즌! 🇪🇸

마요르카가 원래 비가 잘 안오는 곳인데 4일 내내 비가 함께해서
연장을 하게 됐는데요 그 덕분에 킴튼 아이슬라 호텔에서 완벽 호캉스를!

휴양지 숙소를 고를 때 객실, 부대시설, 분위기까지 꼼꼼하게 보는 편인데킴튼 아이슬라는 트렌디한 분위기와 자연 친화적인 가든 뷰가 조화를 이루고 있어 호텔 안에만 있어도 충분히 힐링이 되는 곳이었어요.

특히 수영장이 무려 3개! 🏊‍♀️
하루 종일 수영장에서 시간을 보내도 전혀 지루하지 않구요! 실내 수영장도 예쁨주의!

스파도 만족스럽고 민트톤 너무 취저였고 코다쥐 제품들 완전 좋았어요!

뭣보다 킴튼 아이슬라는 한식 맛집입니다!
음식이 정말 기대 이상이었는데 이틀 연속 저녁 메뉴로 비빔밥은 무조건!

혹시 한국 셰프님이 계신가 궁금해서 여쭤봤더니 한국에서 20년 동안 생활하신 셰프님이 계시다고 하더라고요. 그래서인지 한식은 물론 전체적인 음식 퀄리티가 정말 훌륭했고, 외부 식당이 전혀 생각나지 않았던 호텔이었습니다.

마요르카에서 여유로운 휴양을 계획하고 있다면 자신 있게 추천하고 싶은 곳. 🤍

마요르카 가시는분들께 적극 추천하고 싶은 
킴튼 아이슬라 마요르카 호텔 혜택도 너무 좋거든요
티라트래블로 예약 시 15% 할인 예약 + 샴페인 서비스도 도 꼭 챙기세요!

제작지원
@kimptonayslamallorca 
@tira_travel 

#마요르카 #마요르카호텔 #마요르카여행#Mallorca #spain",162,마요르카;마요르카호텔;마요르카여행;mallorca ;spain,kimptonayslamallorca;tira_travel,3,17,,8,carousel_container,Kimpton Aysla Mallorca,69d5dd65ca1ea76f
mallorcahotel,top,https://www.instagram.com/fincacortesin/p/Cy3BGFDtSWL/,Cy3BGFDtSWL,3222048874201163147,2023-10-26T11:02:58+00:00,1698318178,"After its first summer season, we are proud to introduce our beautiful sister property @GrandHotelSonNet in Mallorca, which opened its doors earlier this year following a meticulous renovation.

We're so pleased that some of our loyal customers @fincacortesin have already experienced the beauty of Son Net – and look forward to welcoming many more.

This incredible pink terracotta 17th century palace has been artfully restored, combining palatial architecture with enchanting interiors, surrounded by boundless gardens, a vineyard and multiple pools.

Nestled in the foothills of the UNESCO World Heritage site of the Tramuntana, guests can enjoy spectacular views and expect same award-winning service from the team at Finca Cortesin.

We look forward to welcoming you in Mallorca soon, and in the meantime, don't forget to follow our journey @GrandHotelSonNet.",129,,grandhotelsonnet;fincacortesin;grandhotelsonnet.,1467,23,,8,carousel_container,Son Net,7c86357095ece668
mallorcahotel,top,https://www.instagram.com/rozannapurcell/p/B1_-J6eF_pT/,B1_-J6eF_pT,2125690909283056211,2019-09-04T18:39:51+00:00,1567622391,"It's here (finally!) all you guys have been messaging asking for my trip details and I have just uploaded a lengthy post all about it over on NATURALBORNFEEDER.COM & here I've given you a tour of my hotel (which I really recommend staying in) I've included prices for everything from the flights,hotel to the bus on my blog post ( all paid in full). Along with the swimming spots, hiking locations and where we ate. Enjoy💕 Any other questions let me know, ALSO any other Mallorca recommendations comment below for other travellers 👇🏻👇🏻👇🏻#mallorca #travel #mallorcahotel",95,mallorca;travel;mallorcahotel,,2547,50,,2,igtv,,89d6ab10f38bcc13
mallorcahotel,top,https://www.instagram.com/sonviscoshotel/reel/C2VHzTtMFjo/,C2VHzTtMFjo,3284565815414773992,2024-01-20T17:13:23+00:00,1705770803,"Son Viscos moments.
Bright, colorful and calm. 
Waiting for you. 🥰

Book now 👉🏻 LINK IN BIO 

#sonviscosvalldemossa, #agroturismosonviscos, #turismoruralmallorca, #wabisabihotel, #hotelesconencantomallorca, #serradetramuntana, #mallorca, #valldemossa, #slowlife, #mediterraneanlivingstyle, #mallorcaluxuryhotel #slowholidays #ruralturism #mallorcalife #igersmallorca #igersbalears #mallorcaliebe #mallorcahotel #mallorcahotels #slowholidays #senderismomallorca #vacacionesconencantomallorca #valldemossahotel #mallorcaruralhouse #mallorcaruralhotels #turismoruralmallorca #mallorcashootings #hotelesruralesmallorca",43,sonviscosvalldemossa;agroturismosonviscos;turismoruralmallorca;wabisabihotel;hotelesconencantomallorca;serradetramuntana;mallorca;valldemossa;slowlife;mediterraneanlivingstyle;mallorcaluxuryhotel;slowholidays;ruralturism;mallorcalife;igersmallorca;igersbalears;mallorcaliebe;mallorcahotel;mallorcahotels;slowholidays;senderismomallorca;vacacionesconencantomallorca;valldemossahotel;mallorcaruralhouse;mallorcaruralhotels;turismoruralmallorca;mallorcashootings;hotelesruralesmallorca,,615,14,31426,2,clips,Son Viscos Agroturismo,fdb8881c42b0b8f1
mallorcahotel,recent;top,https://www.instagram.com/canestades/p/DZm-b4uDHQk/,DZm-b4uDHQk,3920095120884266020,2026-06-15T13:56:16+00:00,1781531776,"It’s easy to see why breakfast on our terrace is a guest favorite. Fresh coffee, peaceful views, and the perfect start to the day. ☀️🥐

#mallorca #mallorcahotel",27,mallorca;mallorcahotel,,28,0,,8,carousel_container,,ea55e3ddfd3646d7
mallorcahotel,recent;top,https://www.instagram.com/ciudadlaurel/p/DZwx5wrjziE/,DZwx5wrjziE,3922854748999334020,2026-06-19T09:19:09+00:00,1781860749,"A quiet corner to slow down. Whether it’s a good book, a coffee or simply a moment to yourself, our apartments are designed to help you switch off and enjoy your holiday at your own pace.
•
Un rincón para bajar el ritmo. Ya sea con un buen libro, un café o simplemente disfrutando del momento, nuestros apartamentos están pensados para que desconectes y vivas las vacaciones a tu manera.
•
Ein ruhiger Ort zum Abschalten. Ob mit einem guten Buch, einem Kaffee oder einfach einem Moment für sich selbst – unsere Apartments laden dazu ein, den Urlaub in aller Ruhe zu genießen.
•
•
•
#apartmentsmallorca #aparthotelciudadlaurel #mallorcahotel #mallorcaholidays #calamillor",115,apartmentsmallorca;aparthotelciudadlaurel;mallorcahotel;mallorcaholidays;calamillor,,8,0,,8,carousel_container,,8912a866e05d52b6
mallorcahotel,top,https://www.instagram.com/jackie.milena/reel/DZiRFl0u9Z8/,DZiRFl0u9Z8,3918769776766998140,2026-06-13T18:04:12+00:00,1781373852,"Für mich ist es das schönste 😍☺️
#mallorcatipps #mallorcahotel #travelugc #mallorcatrip",13,mallorcatipps;mallorcahotel;travelugc;mallorcatrip,,2,0,366,2,clips,,bdb08c9b00ca471f
mallorcahotel,recent;top,https://www.instagram.com/urlaubs.clou/p/DZiSC08iLIt/,DZiSC08iLIt,3918773984892072493,2026-06-13T18:11:24+00:00,1781374284,"Urlaub mit Kindern? Entspannter als du denkst.

Kein „Mamaaa, mir ist langweilig.“

Kein „Wann sind wir endlich da?“

Kein Termindruck.

Dafür:

☀️ Sonne

🌴 Palmen

💦 Pool

💛 Familienzeit

Manchmal braucht es gar nicht mehr für eine perfekte Auszeit.

📍 Finca-Hotel Son Marge, Mallorca

Und wann beginnt euer Mallorca-Moment?

🔗 Link in Bio

#mallorca #mallorcamitkindern #familienurlaub #fincahotel #mallorcaliebe #familytravel #reisenmitkindern #urlaubmitkindern #mallorcahotel #sonmarge #familienzeit #urlaub2026",63,mallorca;mallorcamitkindern;familienurlaub;fincahotel;mallorcaliebe;familytravel;reisenmitkindern;urlaubmitkindern;mallorcahotel;sonmarge;familienzeit;urlaub2026,,4,1,,8,carousel_container,,7ddc3fd2f3233683
mallorcahotel,top,https://www.instagram.com/mallorcamagic/p/CANuUyTo8Bj/,CANuUyTo8Bj,2309705922456567907,2020-05-15T16:00:23+00:00,1589558423,"Mallorca is magic💙💙💙💙⠀
.⠀
.⠀
.⠀
📸: @viajandoxahi⠀
.⠀
.⠀
.⠀
. #mallorcalifestyle #mallorcalove #mallorcabeach #mallorcamagic #mallorcagram #mallorcaparty #mallorcawedding #mallorcastyle #mallorcaparadise #mallorcahotel #mallorcalovers #mallorcasunset #mallorcaesbien",24,mallorcalifestyle;mallorcalove;mallorcabeach;mallorcamagic;mallorcagram;mallorcaparty;mallorcawedding;mallorcastyle;mallorcaparadise;mallorcahotel;mallorcalovers;mallorcasunset;mallorcaesbien,viajandoxahi,1965,10,,1,feed,"Sa Calobra, Mallorca",1d2aeb2a3fa8b8fb
mallorcahotel,top,https://www.instagram.com/richardleemassey/p/CTVGIQetQSh/,CTVGIQetQSh,2654054511134704801,2021-09-02T18:39:34+00:00,1630607974,"Hola! Is it too late to do a photo dump of my first few days in Mallorca?! I’ve decided I want blue and white patterns and linens and Spanish tiles and a roll top bath at home. OR I could just move in? Might that be easier? What do you think, @belmondlaresidencia? 

#mallorcahotel #mallorcaisland
#mallorcaparadise",55,mallorcahotel;mallorcaisland;mallorcaparadise,belmondlaresidencia,4638,103,,8,carousel_container,"La Residencia, A Belmond Hotel",2f840ef319716b71
mallorcahotel,top,https://www.instagram.com/jenniferora/reel/CfOOqIajQra/,CfOOqIajQra,2868294480586148570,2022-06-25T08:58:56+00:00,1656147536,"Os dejo un mini tour por nuestro hotel en Mallorca , es tan bonito❤️
.
@dreamscalvia
@amrcollection_eu 
#hotel #hotelstyle #hoteles #hotelesconencanto #mallorcahotel #hotelesmallorca #hotelesespaña #hoteldesign #hotellife #luxuryhotel",27,hotel;hotelstyle;hoteles;hotelesconencanto;mallorcahotel;hotelesmallorca;hotelesespaña;hoteldesign;hotellife;luxuryhotel,dreamscalvia;amrcollection_eu,1462,1820,82117,2,clips,Dreams Calvià Mallorca,77f36e86ab9b765f
mallorcahotel,top,https://www.instagram.com/alexandraswiderska/p/CSAQfaPACBx/,CSAQfaPACBx,2630174709601280113,2021-07-31T19:54:40+00:00,1627761280,"Found my little piece of perfection to go back to
.
.
.
.

#palmademallorca #palma #spaintrip #spaintravel #mallorca #mallorcabeach #mallorcaisland #mallorcaparadise #mallorcahotel #mallorcagram #mallorcalovers #mallorcasunset #mallorcalife #mallorcastyle #conceptdesign #interiordesign #concepthotel #hotelinterior #hotelroomview #hotelierlife #hotellife #hoteldesign #butikotel #butiquehotel #butikhotel #interiorinspiration #interiorstyling #designdeinteriores",38,palmademallorca;palma;spaintrip;spaintravel;mallorca;mallorcabeach;mallorcaisland;mallorcaparadise;mallorcahotel;mallorcagram;mallorcalovers;mallorcasunset;mallorcalife;mallorcastyle;conceptdesign;interiordesign;concepthotel;hotelinterior;hotelroomview;hotelierlife;hotellife;hoteldesign;butikotel;butiquehotel;butikhotel;interiorinspiration;interiorstyling;designdeinteriores,,1681,41,,1,feed,Concepció by Nobis,4a17a8e3c05bc80f
mallorcahotel,top,https://www.instagram.com/isladelsol_apts/reel/DZU-f0Noa8i/,DZU-f0Noa8i,3915028841342545698,2026-06-08T14:15:34+00:00,1780928134,"Where time slow down and everything feels right at Isla del Sol. 

#isladelsol #mallorcahotel #mallorca #hotelinmallorca #mallorcabeach",17,isladelsol;mallorcahotel;mallorca;hotelinmallorca;mallorcabeach,,10,0,906,2,clips,Isla del sol resort.,7946c91ff2223252
mallorcahotel,top,https://www.instagram.com/sevdalove/p/CRUbVYEr0J8/,CRUbVYEr0J8,2617837499622310524,2021-07-14T19:22:50+00:00,1626290570,golden hour 🏹✨,3,,,1799,111,,8,carousel_container,"Palma De Mallorca, Spain",7a329408cf30da8e
mallorcahotel,top,https://www.instagram.com/stayingboutique/reel/DZO7bvAs68_/,DZO7bvAs68_,3913326516879208255,2026-06-06T05:53:38+00:00,1780725218,"A curated collection of boutique hotels in Mallorca, each built around a theme worth staying for. 🇪🇸

@castellsonclaret · Gastronomy. A Michelin-starred tasting menu inside a 19th-century castle, inspired by the nine winds of Mallorca.

@thelodgemallorca · Nature. 24 suites hidden across 157 hectares of lavender fields and ancient olive groves in a UNESCO private nature reserve.

@cancerahotel · City. A 17th-century palace in Palma’s old town. Just 14 rooms. Around the corner from the cathedral.

@sonbrull · Farm-to-table. An 18th-century monastery where the olive oil, wine and honey on your table were all grown on the estate.

@fincabanyols · Wellness. A 15th-century finca that opened in 2026. Spa treatments made with olive oil and honey from the land itself.

Send this to the person you’d explore Mallorca with.

Save it for your next trip to the island.

Drop a comment below where should I curate next?

#mallorca #mallorcahotel #boutiquehotel #boutiquehotels #spaintravel",146,mallorca;mallorcahotel;boutiquehotel;boutiquehotels;spaintravel,castellsonclaret;thelodgemallorca;cancerahotel;sonbrull;fincabanyols,23,1,246,2,clips,"Mallorca, Islas Baleares, Spain",38643f24e6874f24
mallorcahotel,top,https://www.instagram.com/bontraveler/reel/C3A4KvKJR5U/,C3A4KvKJR5U,3296881955670662740,2024-02-06T17:05:22+00:00,1707239122,"The charm of La Residencia is something else ✨ Set in the Tramuntana Mountains, this is one of the best bucket list hotels on the island. Perfect for a romantic getaway and the hotel is incredibly family-friendly. @belmondlaresidencia",38,,belmondlaresidencia,886,44,34480,2,clips,"La Residencia, A Belmond Hotel",8ff89754601a6cf6
mallorcahotel,top,https://www.instagram.com/lindnerhotel_mallorca/reel/DZXU92egF_o/,DZXU92egF_o,3915690612334026728,2026-06-09T12:06:10+00:00,1781006770,"Feel like a rockstar! ⭐️✨💫⁣
⁣
You are looking for the ultimate rockstar vibe? Here we go:⁣
⁣
🍔 Standard room service is just food in a box. Our rockstar room service is an event. ⁣
🔕 Intime and discrete service. Call our Guest Relation manager for (almost) all wishes you might have.⁣
 🍸 The ""Midnight Menu"" Closet: Our mini-bars are stocked with full-sized premium spirits and high-end snacks. ⁣
⁣
What else do you need for your ultimate VIP experience? Tell us!⁣
⁣
#lindnerhotels #lindnermallorca #jdvbyhyatt #mallorca #hyatt #mallorcahotels #mallorcahotel #mallorcalovers #mallorcaisland #rockstar #roomservice #urlaub #reisen #travel #traveller #luxury #luxurylifestyle #luxurytravel #luxusurlaub #luxushotel⁣",105,lindnerhotels;lindnermallorca;jdvbyhyatt;mallorca;hyatt;mallorcahotels;mallorcahotel;mallorcalovers;mallorcaisland;rockstar;roomservice;urlaub;reisen;travel;traveller;luxury;luxurylifestyle;luxurytravel;luxusurlaub;luxushotel⁣,,34,1,786,2,clips,,3d68996418f036db
mallorcahotel,recent;top,https://www.instagram.com/hotelmiramarmallorca/p/DZrdyQRimys/,DZrdyQRimys,3921358897352961196,2026-06-17T07:47:21+00:00,1781682441,"✨ Wake up to the beauty of the Mediterranean. 🌊

Our newly renovated sea-view rooms are designed for unforgettable mornings, breathtaking sunsets, and pure relaxation by the water. 💙

#HotelMiramarMallorca #SeaViewRoom #MallorcaHotel #PuertoPollensa #mediterraneanescape",32,hotelmiramarmallorca;seaviewroom;mallorcahotel;puertopollensa;mediterraneanescape,,198,20,,1,feed,,c8f83e0ce8171802
mallorcahotel,recent;top,https://www.instagram.com/eques_petit_resort/p/DZxktbPlAFw/,DZxktbPlAFw,3923078201719652720,2026-06-19T16:43:07+00:00,1781887387,"White walls, Mediterranean gardens, sunshine and open spaces. The Mediterranean, with a touch of Ibiza, in every corner. Discover Eques Petit Resort at equespetitresort.com.
•
Paredes blancas, cactus, sol y espacios abiertos. El Mediterráneo, con un toque de Ibiza, en cada rincón. Descubre Eques Petit Resort en equespetitresort.com.
•
Weiße Wände, Kakteen, Sonne und offene Räume. Mediterranes Lebensgefühl mit einem Hauch Ibiza in jeder Ecke. Entdecken Sie das Eques Petit Resort auf equespetitresort.com.
•
•
•
#eques #equespetitresort #calador #hotelmallorca #mallorca #mallorcahotel #caladorhotel #hotelcalador #mediterraneanholidays",94,eques;equespetitresort;calador;hotelmallorca;mallorca;mallorcahotel;caladorhotel;hotelcalador;mediterraneanholidays,,2,0,,8,carousel_container,,8f98db2a667de9b1
mallorcahotel,top,https://www.instagram.com/sevdalove/p/CRmc0_gry3_/,CRmc0_gry3_,2622910619899080191,2021-07-21T19:22:13+00:00,1626895333,last one 🙈🤍✨,3,,,1671,72,,1,feed,"Palma De Mallorca, Spain",7a329408cf30da8e
mallorcahotel,recent;top,https://www.instagram.com/hotelsoncaliuspaoasis/p/DZw9pACCZTN/,DZw9pACCZTN,3922906373809607885,2026-06-19T11:01:43+00:00,1781866903,"A good breakfast changes everything. Fresh coffee, Mediterranean flavours and slow mornings to start the day right.
•
Un buen desayuno tiene el poder de cambiarte el día. Café recién hecho, sabores mediterráneos y mañanas sin prisa para empezar así de bien. 
•
Ein gutes Frühstück macht den Unterschied. Frischer Kaffee, mediterrane Aromen und entspannte Morgenstunden für den perfekten Start in den Tag.
•
•
•
•
#BreakfastMallorca #HotelBreakfast #MediterraneanMorning #MallorcaHotel #SlowMorning",79,breakfastmallorca;hotelbreakfast;mediterraneanmorning;mallorcahotel;slowmorning,,1,0,,8,carousel_container,,9af731f43e31bb42
mallorcahotel,top,https://www.instagram.com/where.to.find.me/p/CuXSDmks8jg/,CuXSDmks8jg,3141058677527791840,2023-07-06T17:09:55+00:00,1688663395,Sweet little corners of one of the dreamiest hotels in Mallorca 🌞 @casxorc,12,,casxorc,3,76,,8,carousel_container,,2fa3abd9770cd0d0
mallorcahotel,top,https://www.instagram.com/zuvieldesguten/p/CQOtOpklwyR/,CQOtOpklwyR,2598212953842322577,2021-06-17T17:32:22+00:00,1623951142,"Wer Mallorca hört und dabei an Schlagerpartys und Eimer mit langen Strohalmen denkt, hat sich ganz schön getäuscht. 

Diese Insel ist so viel mehr. 

_________________
#mallorca2021 #reisevergnügen #reiselust #traveling #summervibes #mallorca #mallorcahotel #calallombards #mallorcaisland #mallorcabeach #sommerurlaub2021 #majorca #islasbaleares #strandliebe #mallorcaparadise #fernwehcollective #mallorcagram #mallorcalovers #cala #islandvibes",48,mallorca2021;reisevergnügen;reiselust;traveling;summervibes;mallorca;mallorcahotel;calallombards;mallorcaisland;mallorcabeach;sommerurlaub2021;majorca;islasbaleares;strandliebe;mallorcaparadise;fernwehcollective;mallorcagram;mallorcalovers;cala;islandvibes,,744,23,,1,feed,Mallorca,a72038eae2c40824
mallorcahotel,top,https://www.instagram.com/zherohotelmallorca/reel/DZfNMoYNBpf/,DZfNMoYNBpf,3917908243429726815,2026-06-12T13:31:35+00:00,1781271095,"Sun high, water crystal, vibe untouchable - summer hits different here #zherohotelmallorca

#boutiquehotel #mallorcahotel #mallorca #mallorcagram #mallorcalovers #mallorcabeach #mallorcalove #mallorca2024 #mallorcaesbien #mallorcamagic #palmademallorca #palma #mallorcaisland #mallorcatraveltips #mallorcatravel #mallorcaholidays #mallorcaguide #mallorcaspain #mallorclife #summer2024 #summertime #summervibes #hotelwithaview #hotelmallorca #majorka #majorca #majorcaholiday #majorcahotels",39,zherohotelmallorca;boutiquehotel;mallorcahotel;mallorca;mallorcagram;mallorcalovers;mallorcabeach;mallorcalove;mallorca2024;mallorcaesbien;mallorcamagic;palmademallorca;palma;mallorcaisland;mallorcatraveltips;mallorcatravel;mallorcaholidays;mallorcaguide;mallorcaspain;mallorclife;summer2024;summertime;summervibes;hotelwithaview;hotelmallorca;majorka;majorca;majorcaholiday;majorcahotels,,3,8,2080,2,clips,Hotel Zhero,cfb1ac96438c123f
mallorcahotel,top,https://www.instagram.com/allabout_lena/p/Bo0VHHUFifZ/,Bo0VHHUFifZ,1888226991641339865,2018-10-12T03:16:59+00:00,1539314219,"한국은 이제 너무 춥다는데
훌러덩 사진이 너무 많이 남았어요?ㅋㅋ
팔랑팔랑 노을보며 신난 날이죠^^
여행가면 물놀이 하느라
대충 감고 질끈 묶고 나가니
머리가 한석봉이랍니다🙈
요아인 비치웨어 나눔할때
내놓을까요오 이날 한 번 밖에 
안입었쪄요❤️ #캡로켓 #캡로캣",34,캡로켓;캡로캣,,1759,72,,8,carousel_container,Cap Rocat Hotel,c88a9cfbac7131ba
mallorcahotel,top,https://www.instagram.com/minywander/reel/C3xyNf7RQ2J/,C3xyNf7RQ2J,3310648031053155721,2024-02-25T16:53:53+00:00,1708880033,"🇪🇸Where to stay in Sóller Mallorca, Spain ⬇️ 

⛰️🍊Sóller is a charming town in Mallorca, Spain, nestled in the Tramuntana mountains. It is known for its orange trees, picturesque streets, and stunning natural scenery. 

⛪ Soller’s historic center is home to Sant Bartomeu Church and the famous wooden tram that passes by it between Sóller and Port de Sóller

📍Can Verí Suites @canverisoller 

✨ Opened in 2023 - I love newer hotels for how modern and clean they are. 
🏨 Spacious suites and I mean huge rooms.
⛰️Our balcony had views of the mountains and beautiful rooftops of Sóller.
⭐️ Service was amazing.
🚗 Free parking

🚙 The hotel is located in a narrow alleyway, and most of Sóller’s roads are really narrow so take this into consideration. Small cars are better in Mallorca for this reason! 

📌 Save this post for your Mallorca trip! 
👉🏻 Follow @minywander for more travel inspo and tips!

#soller #sollermallorca #mallorcaspain #spaintravel #exploremallorca #mallorcaisland #travelcontentcreator #mallorcaparadise #visitsoller #visitmallorca #traveltheworld #mallorcahotel

Mallorca tram | Soller tram | things to do in Mallorca | Mallorca things to do | Mallorca cute town | Fairytale town in Mallorca | where to stay in Mallorca | Mallorca hotel recommendation",195,soller;sollermallorca;mallorcaspain;spaintravel;exploremallorca;mallorcaisland;travelcontentcreator;mallorcaparadise;visitsoller;visitmallorca;traveltheworld;mallorcahotel,canverisoller;minywander,2018,171,54651,2,clips,"Mallorca, Islas Baleares, Spain",fa86564afbd38f6d
mallorcahotel,recent;top,https://www.instagram.com/bikinihotel_portdesoller/p/DZjyozBOzXe/,DZjyozBOzXe,3919198806628578782,2026-06-14T08:18:37+00:00,1781425117,"Since 2018 in this sunny corner of Port de Sóller.
A little sun-faded over time - so we refreshed the signs. Same place, same Bikini 👙
.
@pia.schoning #lifeisbetterinbikini #bikinihotelportdesoller #mallorcahotel #designhotel",31,lifeisbetterinbikini;bikinihotelportdesoller;mallorcahotel;designhotel,pia.schoning,146,2,,1,feed,Bikini Island & Mountain Hotel Port de Sóller,f4087a76e0f0f77b
mallorcahotel,top,https://www.instagram.com/ichsowirso/reel/CihYzcaqZ2d/,CihYzcaqZ2d,2927730321089207709,2022-09-15T09:07:41+00:00,1663232861,"Ich habe mich entschieden es mir richtig gut gehen zu lassen in den Tagen hier und da gehört für mich auch ein richtig heimeliger Wohlfühlort dazu.  Den habe ich in einem kleinen Hotel mitten in Santanyi gefunden. Ein Hotel mit nur fünf Zimmern und einen kleinen Pool im verwunschenen Innenhof. Alles ist super liebevoll, hochwertig und nach meinem Geschmack eingerichtet.  So viele haben mich gefragt welches Hotel es ist und das verrate ich euch natürlich. Es ist das @shoteletdesantanyi   Gefällt es euch so gut wie mir?  Mit wem würdet ihr gerne mal her kommen? 

#urlaub #mallorcahotel #mallorca #santanyi #shoteletdesantanyi #boutiquehotel #kleinehotel #mallorcatravel #mallorcatrip #hotelsantanyi #reisen #solotravel #september",114,urlaub;mallorcahotel;mallorca;santanyi;shoteletdesantanyi;boutiquehotel;kleinehotel;mallorcatravel;mallorcatrip;hotelsantanyi;reisen;solotravel;september,shoteletdesantanyi,1586,12,33192,2,clips,S'Hotelet de Santanyi,7e15f83195d9c7ba
mallorcahotel,top,https://www.instagram.com/yourlbb/p/CQnVZQplycY/,CQnVZQplycY,2605145004298413848,2021-06-27T07:05:06+00:00,1624777506,"Oh Mallorca, wat is het hier fijn! Heb je plannen om naar Mallorca te gaan,  dan raad ik je aan om een auto te huren en op verschillende plekken te logeren. Het eiland is GROOT! Zoals beloofd op stories zou ik nog even delen waar wij logeerden:
🌴 Deia: Es Moli (check de gerenoveerde kamers)
🌴 Port de Sollér: Esplendido 
🌴 Sant Jordi: Villa Picola (van Cassai groep die ook nog mooi ander hotel en meerdere resto’s hebben in deze omgeving)
Deze 3 logeeradressen zijn mega kindvriendelijk, maar net zo’n feest als je geen kids hebt! Pinky promise ✌🏼✖️✖️✖️ ANNE 

______________________________
#mallorca #mallorcaisland #mallorcagram #mallorcaparadise #mallorcahotel #mallorca2021 #mallorcalovers #hotellife #hotelgram #hotelroomview #hotelroomdesign #hotelrooms #travelladies #sheisnotlost",113,mallorca;mallorcaisland;mallorcagram;mallorcaparadise;mallorcahotel;mallorca2021;mallorcalovers;hotellife;hotelgram;hotelroomview;hotelroomdesign;hotelrooms;travelladies;sheisnotlost,,630,49,,1,feed,Villa Piccola by Cassai,ab77fc7d9ac2905e
mallorcahotel,top,https://www.instagram.com/mallorcafueralle/reel/DZVi5ZJAy68/,DZVi5ZJAy68,3915188928654814908,2026-06-08T19:33:34+00:00,1780947214,"LATE ARRIVAL🇪🇦
📍Hotel Boutique Minister 
#superiorroom102 #balkonmitpoolblick #mallorcahotel #4sternesuperior #hotelboutiqueminister",10,superiorroom102;balkonmitpoolblick;mallorcahotel;4sternesuperior;hotelboutiqueminister,,7,0,891,2,clips,"Port De Soller, Mallorca",0dd087eb824b100b
mallorcahotel,recent;top,https://www.instagram.com/creudetau/p/DZnalc6FvWS/,DZnalc6FvWS,3920218923518588306,2026-06-15T18:02:34+00:00,1781546554,"Every corner tells a story.

#hotelsoftheworld #mallorcahotel #mallorca #visitmallorcaoficial #capdepera #visitspain #balearics #balearicislands #mediterranean #mediterraneanlife #mediterraneanstyle #luxuryhotels #voyagevoyagemagazine #travelmallorca",19,hotelsoftheworld;mallorcahotel;mallorca;visitmallorcaoficial;capdepera;visitspain;balearics;balearicislands;mediterranean;mediterraneanlife;mediterraneanstyle;luxuryhotels;voyagevoyagemagazine;travelmallorca,,9,0,,1,feed,Hotel Creu de Tau,a7ed976d15f1c158
mallorcahotel,recent;top,https://www.instagram.com/canestades/p/DZNnaqjsXEC/,DZNnaqjsXEC,3912957007471145218,2026-06-05T17:51:13+00:00,1780681873,"Slow mornings at Can Estades: enjoying the views of Calvià, a coffee in hand and the gentle chirping of birds. ☀️☕

#mallorca #mallorcahotel",23,mallorca;mallorcahotel,,12,0,,1,feed,,ea55e3ddfd3646d7
mallorcahotel,top,https://www.instagram.com/ourdriftscape/reel/DZiXjKCoG9_/,DZiXjKCoG9_,3918798196798680959,2026-06-13T19:00:06+00:00,1781377206,"MOST HOTELS LOOK THE SAME
this one doesn’t.

no check-in desk energy.
no generic luxury.

just Ratxo Retreat doing its own thing in Mallorca.

and somehow… it feels like you’re not just staying here — you’re disappearing into it.

#mallorcahotel #luxurytravel #boutiquestay #travelreels #ratxoretreat",44,mallorcahotel;luxurytravel;boutiquestay;travelreels;ratxoretreat,,37,32,2246,2,clips,"Finca Ratxó, member of Melia Collection",b6d82f959c91967b
mallorcahotel,top,https://www.instagram.com/mojca_mitev/p/BwpvWpcno_N/,BwpvWpcno_N,2029361371625197517,2019-04-24T20:45:49+00:00,1556138749,"Sunshine on my mind ☀️ Enjoying by the pool 🌴
@canquatre_hotel @petitejolieslovenia",12,,canquatre_hotel;petitejolieslovenia,2906,92,,1,feed,Finca-Hotel Ca´n Quatre,fb58ba203b45c950
